,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg12594502,0.137022611411556,0.590231682057641,4.78551330920107,4.16021634924241e-05,0.0365118567519369,1.82876803446121,0.656532945643878,0.519510334232322,-0.137022611411556,4,145321339,F,II,,IGR,opensea,IGR-opensea,,rs371511093;rs4376087,1;16
cg17229533,-0.197043726235131,0.228904941021216,-4.7853554791241,4.16207611527921e-05,0.0365118567519369,1.82833183692249,0.133561202520346,0.330604928755478,0.197043726235131,14,65204509,R,II,PLEKHG3,Body,opensea,Body-opensea,,rs562681034;rs77641956;rs540426587;rs185527981;rs528563449;rs542224656,9;9;8;5;4;2
cg04181682,0.0907088159793058,0.873433740978214,4.78531988298596,4.1624956710956e-05,0.0365118567519369,1.82823345954483,0.917325103548846,0.826616287569541,-0.0907088159793048,1,46574030,R,II,PIK3R3,Body,opensea,Body-opensea,,rs532875638;rs539144953;rs785484,43;22;17
cg12764843,-0.222412291810214,0.246357193884816,-4.78514875937652,4.16451321619876e-05,0.0365118567519369,1.82776052489756,0.138738343008906,0.36115063481912,0.222412291810214,6,15755903,F,II,,IGR,opensea,IGR-opensea,,rs529705926,12
cg13512478,-0.262953088375257,0.27802970228391,-4.78418216404606,4.17592764266597e-05,0.0365278631056955,1.82508918278883,0.150794336941043,0.4137474253163,0.262953088375257,16,12244309,F,II,SNX29,Body,opensea,Body-opensea,,rs562661159;rs531492039;rs142628397;rs111466850;rs527606355,0;7;16;44;50
cg02937158,-0.222685821037459,0.187869852063757,-4.7834677416157,4.18438418243734e-05,0.0365278631056955,1.82311480408768,0.0801186483359541,0.302804469373413,0.222685821037459,7,50630083,F,II,DDC,5'UTR,opensea,5'UTR-opensea,,rs564116697;rs533186227,45;51
cg14953704,-0.166414224788011,0.214939160312931,-4.78315301506735,4.18811496938728e-05,0.0365278631056955,1.82224503700505,0.134416148318732,0.300830373106743,0.166414224788011,22,32737575,R,II,,IGR,opensea,IGR-opensea,,rs5753988;rs191964212,29;16
cg06855137,-0.201833979799205,0.313685078173432,-4.78315272741148,4.18811838078987e-05,0.0365278631056955,1.8222442420528,0.216023475044784,0.41785745484399,0.201833979799205,16,88804971,F,II,FAM38A,Body,shore,Body-shore,chr16:88803802-88804112,rs140142474;rs142099589,12;51
cg06872548,-0.173315899200731,0.204676716554566,-4.78282610499118,4.19199368423205e-05,0.0365278631056955,1.8213416074714,0.120814184683245,0.294130083883976,0.173315899200731,17,78716983,R,II,RPTOR,Body,shelf,Body-shelf,chr17:78720000-78720227,rs547691828,37
cg11576408,-0.172799684549107,0.215427147468833,-4.78134462162961,4.20961599083145e-05,0.0366365761570759,1.81724756293242,0.131814396880556,0.304614081429662,0.172799684549107,10,71721291,F,II,,IGR,opensea,IGR-opensea,,rs144014592;rs147306093,4;26
cg00181034,-0.1594888616382,0.418945442576926,-4.77953550410604,4.23123548760695e-05,0.0367483769521566,1.81224832305361,0.34177341275199,0.501262274390191,0.1594888616382,2,73306638,R,II,RAB11FIP5,Body,opensea,Body-opensea,,rs186751499,2
cg10380934,-0.187383426314097,0.210359640795121,-4.77935439002437,4.23340592779469e-05,0.0367483769521566,1.81174785294249,0.119690240965719,0.307073667279816,0.187383426314097,2,177486380,R,II,,IGR,opensea,IGR-opensea,,rs552834675,8
cg05356183,-0.151904647249143,0.158813801218555,-4.77897567791699,4.23794792856418e-05,0.0367483769521566,1.81070137050773,0.0853115525496143,0.237216199798758,0.151904647249143,9,110048435,F,II,RAD23B,Body,shelf,Body-shelf,chr9:110045112-110046303,rs529078417;rs547322593;rs138023897,0;10;39
cg21281463,-0.144827324800314,0.157452949906585,-4.77839313416885,4.24494400413791e-05,0.0367642619334528,1.8090916671694,0.0873752120999813,0.232202536900296,0.144827324800314,19,38423760,R,II,SIPA1L3,5'UTR,opensea,5'UTR-opensea,,rs1421677,25
cg18352576,0.265907413979178,0.519108688104691,4.77709347486709,4.26059373201413e-05,0.0367898110184712,1.80550049585868,0.647773565836551,0.381866151857373,-0.265907413979178,1,235116658,F,II,,IGR,opensea,IGR-opensea,,rs549542804;rs568029729;rs180677183,0;14;32
cg25304816,0.189627527448162,0.61347869267588,4.77701782361936,4.26150644500111e-05,0.0367898110184712,1.80529146284884,0.705233947892732,0.515606420444571,-0.189627527448162,1,36627734,R,II,MAP7D1,Body,opensea,Body-opensea,,rs145384407,8
cg07116947,-0.115454845513453,0.588906637442536,-4.77674700987852,4.2647753381636e-05,0.0367898110184712,1.80454317705257,0.533041389613446,0.648496235126899,0.115454845513453,17,1933006,R,II,DPH1,TSS1500,shore,TSS1500-shore,chr17:1933138-1933852,,
cg01246266,0.130051277538008,0.643610715053699,4.77643330956272,4.26856501743296e-05,0.0367898110184712,1.80367639795284,0.706538752572089,0.576487475034082,-0.130051277538007,17,76126490,F,II,TMC8,TSS1500,shore,TSS1500-shore,chr17:76127521-76128406,rs144328354,27
cg24434367,-0.151879259220676,0.280882200694666,-4.7758297033217,4.27586635187946e-05,0.036808177635222,1.80200860564719,0.207392236555629,0.359271495776306,0.151879259220677,8,126942911,F,II,LINC00861,Body,opensea,Body-opensea,,rs541102124,1
cg26607686,0.0465935830757278,0.901362256516517,4.77507475953186,4.28501578064295e-05,0.0368423897272138,1.79992269785472,0.923907538649933,0.877313955574206,-0.0465935830757266,12,56514081,F,II,ZC3H10,5'UTR,shore,5'UTR-shore,chr12:56511861-56512409,,
cg21618852,-0.225607262807978,0.30982631633095,-4.77444225723369,4.29269628807964e-05,0.036863904790628,1.79817512750462,0.200661511746444,0.426268774554423,0.225607262807978,4,77730990,R,II,,IGR,opensea,IGR-opensea,,,
cg18810315,-0.250125962554258,0.417614966550301,-4.77295244207953,4.31084134280398e-05,0.0369751249541798,1.79405896231402,0.296586274991789,0.546712237546047,0.250125962554258,20,45269833,F,II,SLC13A3,5'UTR,opensea,5'UTR-opensea,,rs146996460;rs6011998;rs116647658,23;34;35
cg25570291,0.0976644645533802,0.843985203478957,4.7724783756546,4.31663117154051e-05,0.0369802312149528,1.79274921250705,0.891242202456399,0.793577737903019,-0.0976644645533798,1,158985360,F,II,IFI16,Body,opensea,Body-opensea,,rs546051315;rs564147297,0;49
cg14037664,-0.175130363691655,0.237106631428617,-4.77131825693945,4.33083248076381e-05,0.0369989778010144,1.78954410805635,0.152366132868138,0.327496496559794,0.175130363691656,2,135029784,F,II,MGAT5,Body,opensea,Body-opensea,,rs557392308;rs139660754;rs545994877;rs564277147,24;38;39;44
cg02696607,0.172469786067401,0.76054531772788,4.77088880934114,4.33610123486533e-05,0.0369989778010144,1.78835768169864,0.843998440018558,0.671528653951158,-0.1724697860674,7,151492863,R,II,PRKAG2,5'UTR,opensea,5'UTR-opensea,,rs540742665;rs568018052;rs533555112,49;33;1
cg15972264,0.156146687059429,0.740021599082255,4.77027191252942,4.34368090135189e-05,0.0369989778010144,1.78665341677764,0.815576447659397,0.659429760599969,-0.156146687059429,6,11279680,R,I,NEDD9,Body,opensea,Body-opensea,,rs78554123,51
cg04977922,-0.159752021416107,0.732015596148503,-4.77015575983919,4.34510951571374e-05,0.0369989778010144,1.78633253162302,0.654716230947161,0.814468252363268,0.159752021416107,19,4908681,F,II,UHRF1,TSS1500,shore,TSS1500-shore,chr19:4909262-4910256,rs557549115;rs577490195;rs543376587,12;37;42
cg10715426,-0.207914133259973,0.229554992767229,-4.76959537136779,4.35200855530858e-05,0.0369989778010144,1.78478440798987,0.1289513798995,0.336865513159473,0.207914133259973,2,237473828,R,II,,IGR,shelf,IGR-shelf,chr2:237476311-237477263,rs575202555;rs377614214;rs369323651;rs552670382,11;9;2;1
cg26525121,-0.248909185664003,0.375281755267858,-4.76938359524376,4.35461860351823e-05,0.0369989778010144,1.78419936337611,0.254841826720759,0.503751012384762,0.248909185664003,6,14129370,F,II,CD83,Body,opensea,Body-opensea,,rs554790085,14
cg18146964,-0.278518870442117,0.308240556909917,-4.76922617798761,4.35655971109122e-05,0.0369989778010144,1.78376449062579,0.173473361534699,0.451992231976816,0.278518870442117,15,75646105,R,II,NEIL1,Body,shelf,Body-shelf,chr15:75648404-75648709,rs151054440;rs145593550;rs140982397;rs111431272;rs185157815,27;14;13;2;1
cg03887378,-0.278849879337848,0.379263156176834,-4.76845356030119,4.3660993214361e-05,0.0369989778010144,1.78163012348823,0.244335795206908,0.523185674544756,0.278849879337848,8,10131613,F,II,MSRA,Body,opensea,Body-opensea,,rs192509255;rs2975659,1;23
cg23948016,0.116842424814783,0.620682647872761,4.7681230078498,4.37018703818839e-05,0.0369989778010144,1.78071698115062,0.677219305041204,0.560376880226421,-0.116842424814783,19,16998493,R,II,F2RL3,TSS1500,shelf,TSS1500-shelf,chr19:17000627-17001398,rs552173040;rs566004835;rs534319459,27;6;1
cg02242527,-0.187646219997522,0.19695866488494,-4.76807421266291,4.37079077730968e-05,0.0369989778010144,1.78058218642899,0.106162106821623,0.293808326819145,0.187646219997522,6,46294138,R,II,RCAN2,TSS1500,opensea,TSS1500-opensea,,rs142663895,24
cg24160764,-0.195210995327291,0.195427325636439,-4.76695944667082,4.38460630950105e-05,0.0370393731329876,1.7775027384766,0.100970392413557,0.296181387740848,0.195210995327291,7,55210856,R,II,EGFR,Body,opensea,Body-opensea,,rs564749239;rs377394536;rs187383901,46;42;38
cg22326328,0.131331665264533,0.660240600033758,4.76643563522391,4.3911130061143e-05,0.0370393731329876,1.77605578477505,0.723788180000468,0.592456514735935,-0.131331665264533,7,151142178,R,II,,IGR,shelf,IGR-shelf,chr7:151145234-151145975,rs75790492,47
cg22635676,-0.211195104022445,0.229954043046499,-4.76640626813578,4.39147808323785e-05,0.0370393731329876,1.77597466302257,0.1277628636808,0.338957967703245,0.211195104022445,2,241975971,F,I,SNED1,Body,island,Body-island,chr2:241975533-241976318,rs573371587;rs375629917;rs73110161;rs559052427,0;33;34;46
cg11143876,-0.166309515215502,0.218978479754906,-4.76565421210164,4.40083756390622e-05,0.0370393731329876,1.77389725360711,0.138506133682889,0.30481564889839,0.166309515215502,1,3376815,F,II,ARHGEF16,5'UTR,opensea,5'UTR-opensea,,rs115067715,14
cg07160788,-0.231383182131564,0.205231581156263,-4.76530432033587,4.40519879297226e-05,0.0370393731329876,1.77293075950558,0.0932719768990551,0.324655159030619,0.231383182131564,14,33042026,F,II,AKAP6,Body,opensea,Body-opensea,,rs558929032,0
cg04403423,-0.166807815575446,0.173060649631012,-4.76470964400857,4.41262100440525e-05,0.0370393731329876,1.77128812615404,0.0923471904816025,0.259155006057048,0.166807815575446,1,116917619,R,II,ATP1A1,Body,shore,Body-shore,chr1:116915291-116916813,rs6656577;rs556395300;rs575366876,47;40;31
cg07838483,-0.152402466871577,0.226550001635488,-4.76469102251989,4.41285362167505e-05,0.0370393731329876,1.77123668972503,0.152806872504079,0.305209339375657,0.152402466871577,19,30202712,F,II,C19orf12,Body,shelf,Body-shelf,chr19:30206040-30206497,,
cg23567774,0.150968334592334,0.757319793159485,4.76411193249221,4.4200936304796e-05,0.0370393731329876,1.76963713532924,0.830368987317066,0.679400652724732,-0.150968334592333,1,33908935,F,II,,IGR,opensea,IGR-opensea,,rs138649956;rs530738288,32;49
cg16115440,-0.0420657296042422,0.916333204778914,-4.76392860889958,4.42238807421707e-05,0.0370393731329876,1.76913076664478,0.895978819486539,0.938044549090781,0.0420657296042423,7,149577256,F,II,ATP6V0E2,3'UTR,opensea,3'UTR-opensea,,rs574834750;rs540514087,10;24
cg11590974,0.024710449974003,0.938927149766298,4.76330307337719,4.43022607958187e-05,0.0370493855749767,1.76740295763422,0.950883819108557,0.926173369134555,-0.0247104499740023,5,41142881,F,II,C6,3'UTR,opensea,3'UTR-opensea,,rs575085526;rs200177908;rs561825399;rs77732988,10;18;19;51
cg16781875,-0.164574471949797,0.637420217301357,-4.76252870429978,4.43994811934029e-05,0.0370493855749767,1.76526409162779,0.557787408293391,0.722361880243188,0.164574471949797,14,93549002,F,II,ITPK1,Body,opensea,Body-opensea,,rs551441468,1
cg15285513,0.194096999407145,0.577992205225969,4.76236418609851,4.44201634159586e-05,0.0370493855749767,1.76480968564976,0.67191010816491,0.477813108757765,-0.194096999407145,6,21200930,F,II,CDKAL1,Body,opensea,Body-opensea,,rs543540259;rs562293347,0;37
cg24426483,-0.217979378037491,0.274133597016044,-4.76176636738981,4.44953982239198e-05,0.0370493855749767,1.76315850297976,0.168659704417258,0.386639082454749,0.217979378037491,2,20738271,R,II,,IGR,opensea,IGR-opensea,,rs544600960;rs561499257,7;5
cg25963511,-0.182609494061777,0.17763024231092,-4.76067375041451,4.46332304319841e-05,0.0370493855749767,1.76014075023586,0.0892708097003824,0.271880303762159,0.182609494061777,15,69606770,R,II,PAQR5,5'UTR,opensea,5'UTR-opensea,,rs8034725;rs138663522,44;33
cg08300930,0.0773542192469743,0.873341079897662,4.76023860684922,4.46882413720286e-05,0.0370493855749767,1.75893893056625,0.910770540823617,0.833416321576643,-0.0773542192469744,12,9265989,R,I,A2M,Body,opensea,Body-opensea,,,
cg27311942,-0.13648361870226,0.709593031016892,-4.76008990786443,4.47070553815598e-05,0.0370493855749767,1.75852824322689,0.643552570354508,0.780036189056768,0.13648361870226,4,1808795,R,II,FGFR3,Body,shore,Body-shore,chr4:1807801-1808059,rs561201164,45
cg09726198,-0.168953115043282,0.242571579102465,-4.75958003434529,4.47716265138107e-05,0.0370493855749767,1.75712005115262,0.160820071823458,0.329773186866739,0.168953115043282,3,58448969,R,II,,IGR,opensea,IGR-opensea,,rs148643586;rs555577289;rs575330757,39;15;4
cg12655879,-0.225427111997496,0.242983838427855,-4.75916834911299,4.48238306026362e-05,0.0370493855749767,1.75598305418933,0.133906203590357,0.359333315587853,0.225427111997496,9,136604602,F,II,SARDH,5'UTR,opensea,5'UTR-opensea,,rs200497773,0
cg26010301,-0.206595330398132,0.220027846959134,-4.75857392058433,4.48993144236785e-05,0.0370493855749767,1.75434137710813,0.120062364508424,0.326657694906557,0.206595330398132,1,24714453,F,II,STPG1,Body,opensea,Body-opensea,,rs142284668;rs6673192;rs528727651,1;28;40
cg06402858,-0.177861999599489,0.206856998324342,-4.75736537375108,4.50531723574532e-05,0.0370493855749767,1.75100372595989,0.120794740453621,0.29865674005311,0.17786199959949,9,91692642,F,II,SHC3,Body,opensea,Body-opensea,,rs574850298;rs540246828;rs370607394,1;33;51
cg14076977,0.150433076304556,0.777249904832023,4.75718261606809,4.50764845021693e-05,0.0370493855749767,1.7504990125016,0.850040103043905,0.699607026739349,-0.150433076304555,15,40600284,R,I,PLCB2,TSS200,opensea,TSS200-opensea,,,
cg25408314,0.186243478660083,0.589252124144076,4.75674887066246,4.51318600841106e-05,0.0370493855749767,1.74930116788548,0.679369936398955,0.493126457738873,-0.186243478660083,17,33350043,F,II,RFFL,Body,opensea,Body-opensea,,rs553722002;rs187022400,8;15
cg06906079,-0.137407486471787,0.696971871066525,-4.7567272805166,4.51346182301918e-05,0.0370493855749767,1.74924154424613,0.630484377612434,0.767891864084222,0.137407486471788,3,69250885,F,II,FRMD4B,Body,opensea,Body-opensea,,,
cg22014770,-0.257206997027371,0.290058740664423,-4.75638743777774,4.51780553083031e-05,0.0370493855749767,1.7483030345552,0.165603742102792,0.422810739130163,0.257206997027371,22,24896702,F,II,UPB1,Body,opensea,Body-opensea,,,
cg21926619,-0.162158474826418,0.225553594937849,-4.75536308927866,4.53092342875106e-05,0.0370493855749767,1.74547424640996,0.147089816796034,0.309248291622452,0.162158474826418,17,40111666,R,I,TTC25,Body,opensea,Body-opensea,,rs139691913;rs546187372;rs377228119;rs528728917,31;19;2;1
cg24600701,-0.178061783279514,0.258005424745891,-4.75532537651333,4.53140710397741e-05,0.0370493855749767,1.74537010228581,0.171846497352578,0.349908280632092,0.178061783279514,15,49508681,F,II,GALK2,Body,opensea,Body-opensea,,rs528313734,1
cg00293644,-0.193160951942293,0.169168063124264,-4.75528623184105,4.53190919805526e-05,0.0370493855749767,1.74526200405185,0.0757030863779926,0.268864038320286,0.193160951942293,1,32674341,R,II,DCDC2B,TSS1500,shelf,TSS1500-shelf,chr1:32670569-32671885,rs115394245,20
cg20230271,-0.118716120715896,0.4342596743705,-4.75511583942387,4.53409540246999e-05,0.0370493855749767,1.74479146577446,0.376816390153131,0.495532510869027,0.118716120715897,5,59789126,F,II,PART1,Body,opensea,Body-opensea,,rs530794688;rs544912155;rs564736257;rs533576762,0;31;45;46
cg08032519,-0.144140787845459,0.24909835000076,-4.75442857088016,4.54292398946322e-05,0.0370493855749767,1.74289359747909,0.179352807494893,0.323493595340351,0.144140787845459,17,58755922,F,II,BCAS3,5'UTR,shore,5'UTR-shore,chr17:58754625-58755480,rs569208214,37
cg20782117,0.21781843467865,0.496297674066068,4.75379227578364,4.55111301445419e-05,0.0370493855749767,1.7411365224051,0.60169369084606,0.38387525616741,-0.21781843467865,7,95865631,R,II,SLC25A13,Body,opensea,Body-opensea,,rs559795997,2
cg20569034,-0.174889070754123,0.233170170238542,-4.75375738968908,4.55156241759392e-05,0.0370493855749767,1.74104018829177,0.148546426325256,0.32343549707938,0.174889070754124,12,58121550,F,II,LOC100130776,Body,island,Body-island,chr12:58119909-58121551,rs199883330;rs370358660,33;48
cg14403410,-0.205407905568221,0.242581873256986,-4.75365027073492,4.55294260118096e-05,0.0370493855749767,1.74074439165613,0.143190951207847,0.348598856776068,0.205407905568222,22,24990749,F,II,GGT1,5'UTR,shore,5'UTR-shore,chr22:24988593-24989279,rs145475611;rs556882018;rs148819699,24;30;42
cg09663815,-0.204523205279438,0.234548199354697,-4.75350349547197,4.55483441575461e-05,0.0370493855749767,1.74033909010786,0.135585358090453,0.340108563369891,0.204523205279438,3,101238706,F,II,FAM172BP,Body,opensea,Body-opensea,,,
cg02988288,0.3496513219772,0.429540032341574,4.75326037930017,4.55796970655777e-05,0.0370493855749767,1.73966775876487,0.598726155878929,0.249074833901729,-0.3496513219772,1,145440445,R,II,TXNIP,Body,opensea,Body-opensea,,rs199530010;rs587752897;rs587648434;rs200829595;rs185942731,28;10;7;2;1
cg05272827,0.137754010640389,0.726157154947855,4.75285393277394,4.56321614252039e-05,0.0370493855749767,1.73854542346175,0.792812321386753,0.655058310746364,-0.137754010640389,17,79380706,F,I,BAHCC1,Body,island,Body-island,chr17:79380359-79380723,rs529851933;rs77138583,1;16
cg24874425,0.133901605919927,0.481832241435179,4.75278570965345,4.56409735897529e-05,0.0370493855749767,1.73835703775006,0.546623341073853,0.412721735153927,-0.133901605919926,1,17846708,R,II,,IGR,opensea,IGR-opensea,,rs527590317;rs547410206,9;2
cg14750144,-0.240833322111089,0.298310762564012,-4.75177009848491,4.57723571354994e-05,0.0370544608959501,1.7355526543589,0.181778509929614,0.422611832040703,0.24083332211109,4,166256518,F,II,SC4MOL,Body,opensea,Body-opensea,,rs536078880,44
cg07054502,-0.147368581022979,0.160712521157988,-4.75151370662916,4.58055844256592e-05,0.0370544608959501,1.73484469789101,0.0894051432436433,0.236773724266623,0.147368581022979,16,89405478,R,II,ANKRD11,5'UTR,shelf,5'UTR-shelf,chr16:89408237-89408465,rs574382466;rs115687488;rs560902107;rs528586351,40;34;11;7
